track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hot_or_not,cluster_kmean
tragedi,seringai,3SyCVJ4izJSa6kGefqB3xK,0.58,0.895,4,-4.805,0,0.0454,0.000188,0.00915,0.1,0.503,82.509,4,N,1
toast,koffee,7sd72KZS8D59g5NmhxyHpJ,0.906,0.638,10,-7.917,0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,4,N,1
someone like you,adele,1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,N,2
um sonho bom - ao vivo,belo,5Mo45X7RrjXJqfXOcWVuPn,0.595,0.722,9,-8.049,1,0.0427,0.763,0.0,0.524,0.451,148.089,4,N,4
space song,beach house,7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,4,N,1
shinkai,meitei,3skG5verLx4Tq6BHZ3Hv64,0.344,0.0578,3,-27.024,1,0.0395,0.996,0.643,0.131,0.317,92.513,3,N,7
köld,sólstafir,3A34SJeWSDQ4hxraZP9WhN,0.104,0.406,0,-8.363,0,0.0386,0.000538,0.244,0.0893,0.0755,159.693,3,N,0
teddy bear teddy bear,the kiboomers,3nISuu0fIA87ziz208mnnp,0.922,0.395,0,-9.227,1,0.043,0.793,1.43e-06,0.353,0.96,99.989,4,N,6
the lion sleeps tonight,"diego, dora & friends",7MlHAwgcmu22zmYFM2b5U2,0.612,0.876,5,-4.799,1,0.0745,0.308,1.74e-06,0.325,0.694,133.003,4,N,6
bbq,willie barcena,6t66Gn30J1qAVcSZKAqEOK,0.509,0.646,2,-16.48,1,0.93,0.874,1.96e-06,0.731,0.339,51.142,5,N,5
crush,otep,0awlmildRdGcHEI3a5hA4r,0.546,0.966,6,-5.347,1,0.0961,0.0141,0.87,0.125,0.424,150.003,4,N,3
felina,hector & tito,3QLApyuGYQdSQZTmBXFaSt,0.849,0.922,6,-6.604,0,0.0684,0.0275,0.00862,0.0809,0.71,93.001,4,N,1
eyes closed and traveling,peter broderick,6zYHwIlDPraiG9UTg4y0oe,0.417,0.0939,6,-20.98,1,0.0402,0.984,0.826,0.0903,0.0384,84.241,4,N,7
além do que se vê - ao vivo,los hermanos,2rWNdkro3KLaWdbAtBLJOL,0.431,0.771,8,-8.85,0,0.0582,0.00934,0.000453,0.481,0.311,142.222,4,N,0
yesuve en nadhane,franco,3fXEeaBhiIOUlsP4fpYoJf,0.563,0.559,4,-6.123,1,0.0256,0.0298,0.0,0.117,0.355,130.061,4,N,6
angel with the scabbed wings,marilyn manson,0FQjfJB4cdkVfxZHz8RV4M,0.627,0.757,8,-9.564,1,0.0509,0.000431,0.0139,0.349,0.523,108.025,4,N,6
el ser bajo la luz de luna,anabantha,7uYfKdTwvNSx6uIM98FTS3,0.603,0.793,2,-6.77,0,0.0427,0.0805,0.0,0.279,0.311,125.024,4,N,1
el dia que me acaricies lloraré,nelson ned,6zcdLtTcaqCT4KAtESlNiY,0.308,0.338,7,-12.735,1,0.0379,0.582,0.0,0.0881,0.336,185.328,4,N,2
coronation rag,winifred atwell,4s3PtFPUJ0Ni4pOGdgLope,0.597,0.637,7,-7.823,1,0.0322,0.866,0.86,0.205,0.96,126.232,4,N,6
morse code,armando,7FTpQKIYTxfuO3Ut9S55se,0.804,0.774,11,-11.788,0,0.0894,0.0296,0.922,0.0982,0.501,130.196,4,N,3
二人から少しずつ,shiki theatre company,3pmg5gO8X6tC0bnnJ0ajeZ,0.548,0.285,4,-7.996,1,0.077,0.804,0.0,0.0916,0.599,89.632,3,N,2
angels on the moon,thriving ivory,0pRfOWb0VgT5o8bws4iHvf,0.441,0.8,10,-3.268,1,0.0365,0.267,0.0,0.101,0.204,151.011,4,N,0
ivory and blue - reprise,menahan street band,6ubPW8CxYYbzqib0SLIqsD,0.337,0.84,3,-9.24,0,0.0654,0.222,0.837,0.147,0.962,174.699,3,N,3
waking the demon,bullet for my valentine,1ZEoYuekZQo62DLFtPVdqT,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,4,N,0
gratiot avenue piano,terrence parker,439rignaksYfsqi7V8YOld,0.802,0.879,1,-5.117,1,0.0687,0.000869,0.811,0.0675,0.962,124.0,4,N,6
adan garcia,rubén blades,5SNtjRfzhwywVHdNsVBmRH,0.721,0.545,9,-10.533,1,0.0339,0.468,0.000106,0.224,0.817,91.899,4,N,6
merry go round,george winston,1uVvyKCexcsAQwyJGXbXfS,0.488,0.0222,1,-26.141,1,0.0479,0.993,0.933,0.191,0.419,109.875,3,N,7
outrunning karma,alec benjamin,2W0AJEbIC2vdZTV2nVSAsg,0.416,0.649,11,-5.271,0,0.0385,0.655,2.82e-06,0.12,0.474,112.482,3,N,1
lights (feat. dj trashy),tony faline,72P7i38DWpaPpT7aciv515,0.771,0.455,0,-6.997,1,0.0602,0.000443,0.217,0.0513,0.0497,134.964,4,N,6
arthur - remaster 2005,hoodoo gurus,73pVkQkDvsIs3B9knkGVCc,0.399,0.92,9,-2.482,1,0.0338,0.0173,5.44e-05,0.234,0.751,143.067,4,N,0
que sera,wax tailor,6TSDRzJGwbK9cajVbtqlPV,0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,4,N,6
little strong,sharapov,6CpG98Iv2U6l8mDNRC102w,0.769,0.79,9,-4.145,0,0.0391,0.00373,0.189,0.0694,0.963,120.017,4,N,1
シューゲイザースピーカー,unison square garden,1maoYTEYZgVSHw1zAEZQ9i,0.457,0.959,11,-3.142,1,0.0863,0.000453,0.0,0.0798,0.503,182.955,4,N,0
death camp,toxic holocaust,4NUSesk9YMN0dz7Qs9wEwJ,0.245,0.989,9,-3.335,1,0.255,4.48e-05,0.134,0.347,0.238,200.779,4,N,0
love it if we made it,the 1975,6WmIyn2fx1PKQ0XDpYj4VR,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,4,N,0
sobre o tempo,nenhum de nós,5CkhGGuCO3r8Tv9dqYM2af,0.57,0.675,0,-9.001,1,0.0278,0.000223,5.13e-05,0.0961,0.476,116.923,4,N,6
roots run deep,upchurch,4ARjGTiLzJ9KZQMKdb6txM,0.535,0.64,7,-3.055,1,0.0286,0.28,1.29e-05,0.101,0.388,120.03,4,N,6
birds,imagine dragons,6Tvzf3VEi16JMhAgOwdt2y,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,4,N,1
belt buckle,mavado,7u9QRyQahQvFbB7cxziaZy,0.516,0.69,8,-7.137,1,0.411,0.126,0.0,0.108,0.438,71.305,3,N,6
snootch,iliza shlesinger,1s1DUBMX8MzwPeIKcP4LUU,0.586,0.903,7,-6.614,1,0.953,0.839,0.0,0.672,0.308,80.399,4,N,5
the enemy,andrew belle,6xJOhSm4SvZwzy3uhWz26O,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,4,N,0
heat waves,bailey jehl,4efRaNW2VgDf3pjbm8y4tr,0.706,0.248,11,-12.724,1,0.0386,0.879,0.0,0.101,0.401,125.515,4,N,2
secret mersken,kettel,2Ko5mZOF2ro5H64ruylmvD,0.32,0.13,1,-17.909,0,0.0342,0.936,0.944,0.105,0.0613,65.57,4,N,7
s.r.v.,eric johnson,3R5ULvRdYFfaBfkIMkiZnq,0.598,0.64,4,-12.32,1,0.0325,0.434,0.505,0.0892,0.626,130.542,4,N,6
行走的鱼,lala hsu,5tGyQ1cWTaHBfZSHWr8AZb,0.563,0.563,9,-6.451,1,0.0328,0.753,0.0,0.0598,0.454,116.016,4,N,2
one way,hillsong worship,3rak2SiIKkL1gFxjsUVI6f,0.458,0.921,4,-4.892,1,0.0514,0.00297,0.00071,0.337,0.379,135.03,4,N,0
soulful christmas,james brown,7ve4Gzms1u0wW0EhMi6CXu,0.758,0.58,8,-4.336,1,0.0357,0.649,0.000299,0.0655,0.784,113.445,4,N,6
a.m.3:21,yama,3oZ1DkKe2ZcvPh5Ffv6L0c,0.634,0.736,5,-5.006,0,0.109,0.295,0.00011,0.215,0.752,110.169,4,N,1
(your love keeps lifting me) higher & higher,jackie wilson,5qyq1H5OPMlfuvZQ1wQNo7,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,4,N,6
o pobretão,amado batista,6HJ8wsI5HJkg43hB25BfD0,0.719,0.838,4,-4.46,1,0.0291,0.17,1.25e-05,0.309,0.934,124.953,4,N,6
fio de pumo (padê onã),criolo,63bli8lk7GautdIcD8MiXa,0.77,0.819,7,-6.487,1,0.0703,0.0191,0.0133,0.377,0.732,92.996,4,N,6
rodolfo el reno,tatiana,2k8NYRbbS7LoZf7KJJUOTF,0.627,0.762,11,-8.224,1,0.037,0.0195,0.0,0.308,0.898,82.447,4,N,6
rollin' (air raid vehicle),limp bizkit,3IV4swNduIRunHREK80owz,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,4,N,6
ascent,ocoeur,6a6rpKErjG8bl5UeXJgigD,0.32,0.2,1,-12.941,1,0.0315,0.957,0.897,0.0893,0.025,145.965,4,N,7
flor de capomo,julio preciado y su banda perla del pacifico,25PTgpFpSpgKVO5zXekfHT,0.739,0.697,5,-3.392,1,0.0333,0.33,7.78e-06,0.111,0.994,125.335,4,N,6
brooklyn baby,lana del rey,1NZs6n6hl8UuMaX0UC0YTz,0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,4,N,2
este seu olhar,joão gilberto,6dnyCxtyPa6ONMtORsriBs,0.553,0.044,4,-21.866,1,0.0472,0.947,1.2e-06,0.109,0.33,127.934,4,N,2
when you dance,eshconinco,5s0kp1Q25UTUNlGP6O1Yyo,0.684,0.644,4,-5.442,1,0.156,0.163,0.0,0.197,0.605,99.447,4,N,6
mind playing tricks on me,geto boys,63BokRfXSQhEU6Qi2dSJpZ,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997,4,N,1
barber's adagio for strings - ferry corsten remix,william orbit,3SteBNG61Qv1QIbeYM2dSe,0.481,0.941,1,-7.395,1,0.0325,2.49e-05,0.83,0.0837,0.26,135.01,4,N,3
quien es,david bisbal,6cNiiKCGiT7gmQkyrX1C3B,0.262,0.572,0,-5.653,1,0.0344,0.62,0.0,0.308,0.267,82.932,4,N,2
electrojhetto,talstrasse 3-5,1IHKDOjTUBnOruB5W0ZbG4,0.733,0.75,11,-7.462,0,0.0771,0.00543,0.000481,0.329,0.293,125.986,4,N,1
early grave,the contortionist,2fdxNevOljzsb8c9ZUZ0i3,0.201,0.827,7,-5.839,0,0.0892,0.00155,0.00534,0.0781,0.364,153.269,3,N,0
ninavake,sajeer koppam,6J9GC8nEDWmWI2x0TfF9eS,0.468,0.547,11,-9.975,0,0.0445,0.433,8.81e-05,0.282,0.444,76.612,4,N,1
headless,cannibal corpse,3QDqbaCOc6gfdgEyOqEGz9,0.242,0.975,1,-8.067,1,0.104,1.95e-06,0.895,0.132,0.198,127.557,1,N,8
icefall,nobukazu takemura,4EofI2VbCtXKZU0MlgBr1k,0.364,0.47,0,-17.925,1,0.0342,0.942,0.951,0.104,0.425,162.769,3,N,7
爺爺泡的茶,jay chou,0ySyN0kVet2CPxfmU5cwXT,0.622,0.649,2,-3.815,1,0.074,0.237,6.21e-05,0.0822,0.631,170.041,4,N,6
negro spiritual,marquez the greatest,2dVhGqu5zXQu88Bv0ai3lK,0.56,0.645,6,-9.593,0,0.9,0.937,0.0,0.569,0.632,89.948,3,N,5
ritual,cristian,0ciBHDqbLdePdc8bvR7YLy,0.739,0.86,5,-9.486,1,0.0423,0.00706,0.0029,0.219,0.653,124.875,4,N,6
as it was - piano version,philip,5y0Ea7N6qh5ov0Y4WGIfDX,0.4,0.136,9,-17.935,1,0.0344,0.982,0.918,0.123,0.495,72.424,4,N,7
jetzt ist der teufel los - single party version,tobee,0kPXtyPmSXjU90Mf3lOIlt,0.556,0.999,0,-1.876,1,0.293,0.0818,0.0,0.829,0.643,150.996,5,N,4
positive energy,dune,5r5YWk2CT2JLeIxqU7AQAN,0.573,0.866,1,-10.904,1,0.0549,0.00866,0.533,0.172,0.594,160.648,4,N,3
isolation,helen jane long,2WNKg0WjJTZ2b5D3BN8STv,0.309,0.0504,0,-19.746,1,0.0897,0.993,0.964,0.108,0.164,79.55,1,N,8
o caramujo e a saúva,palavra cantada,0ZfVDDiukzbY5zai8OSo0g,0.723,0.515,9,-6.206,1,0.171,0.824,0.0,0.146,0.705,125.551,4,N,6
anarchy - live,official hige dandism,0bFNFX5VsRriuzu8Lju99i,0.484,0.843,0,-7.975,1,0.0422,0.0104,0.0,0.475,0.277,136.075,4,N,0
olhando nos teus olhos,eduardo costa,0qaAoQ7At60PqNbga3Mhdj,0.69,0.688,7,-5.285,1,0.0463,0.695,0.0,0.0872,0.728,140.196,4,N,6
the 18th letter (always and forever),rakim,63T3O3u70cICyNxJPh3CXn,0.657,0.674,4,-8.262,0,0.246,0.0633,2.5e-06,0.32,0.748,81.883,4,N,1
the way you felt,alec benjamin,5myjSxfvS8pzSMK3jJcfIL,0.872,0.52,0,-6.928,1,0.0618,0.715,0.0,0.0982,0.736,131.918,4,N,6
blusinha branca,papas da língua,1VHjjOOllU87VRa8B2EWiX,0.601,0.899,9,-6.713,1,0.0651,0.213,0.0,0.721,0.779,170.098,4,N,4
cancion del amor en zapatillas,eduardo falú,6qM3zhKdj7VA8y4xuO27OR,0.452,0.344,0,-13.823,1,0.0336,0.746,0.00389,0.126,0.354,99.894,4,N,2
stars are on your side,ross copperman,5dH4xnErpUOIDrGySWGkfJ,0.255,0.625,0,-8.31,1,0.0323,0.63,0.000211,0.0976,0.191,84.611,4,N,2
la cumparsita,hugo del carril,4PIamC8GQJvPKxCipMvPGr,0.415,0.176,10,-13.642,1,0.0358,0.995,0.229,0.1,0.481,123.994,4,N,2
君のことが好きだから,akb48,2T0aAtVXRDyD0nbK4tzArv,0.407,0.935,9,-6.516,1,0.0904,0.0032,0.000589,0.167,0.552,157.957,4,N,0
our streets,dj kantik,6KKskhz8aQU9uR8n1SjQFY,0.812,0.598,11,-7.325,0,0.0705,0.0205,0.837,0.335,0.521,103.0,4,N,3
tiki fiesta,plastilina mosh,3C0K6ldyghoPafc1rde6qJ,0.768,0.688,10,-9.079,0,0.0431,0.103,0.73,0.113,0.4,125.112,4,N,3
hey baby - remastered 2019,dj ötzi,3xyghdBFgDdn50Ox0DCyBC,0.62,0.923,6,-4.186,0,0.0405,0.0296,1.09e-06,0.335,0.739,135.043,4,N,1
make a move,icon for hire,0FtD1ZukwCnuTfTNuwxrQM,0.513,0.83,6,-4.71,0,0.0718,0.00181,0.0,0.0512,0.714,82.982,4,N,1
which will,nick drake,4Cg0paoTgxlo2LC85HKaab,0.629,0.362,11,-9.571,0,0.0257,0.909,0.0462,0.0956,0.348,95.274,4,N,2
少女a,akina nakamori,6kFR4aKiF2obnsuZ5xQlbl,0.587,0.847,0,-3.929,1,0.0627,0.00915,0.000596,0.0397,0.669,145.413,4,N,6
pirata de amor,yanfourd,6Imtrypp2rg9bw7mfYv8cl,0.772,0.975,7,-4.278,1,0.0381,0.61,0.0207,0.0803,0.881,102.976,4,N,6
technic 1200,dopplereffekt,18RWnaIdZX1Lj6YDgaIamb,0.792,0.626,1,-11.134,0,0.0696,0.34,0.718,0.568,0.507,135.293,4,N,3
victoria’s secret - piano stripped,jax,50skDNkr45SubYkVWC4YOi,0.493,0.176,6,-9.288,1,0.0342,0.843,0.0,0.126,0.403,144.251,4,N,2
songs about you,brett eldredge,2uZzPb5Y4ZUancg3dSMauB,0.649,0.558,8,-4.863,1,0.0253,0.147,0.0,0.172,0.635,89.988,4,N,6
la cama de piedra,cuco sánchez,0W2sWeK8d32hqAPIvpq8Kl,0.536,0.264,7,-9.475,1,0.0306,0.831,0.0,0.316,0.301,135.353,3,N,2
tumble dryer in full flow (no fade for looping),silent knights,36s0n3ScnyTvy8sI8xT3FF,0.193,0.285,8,-16.851,0,0.0439,0.173,0.191,0.133,0.0394,88.715,4,N,7
church key,sex prisoner,79UQuOMEN4U9ntF89CBUbl,0.323,0.963,2,-4.97,1,0.178,1.51e-05,0.668,0.191,0.262,105.389,4,N,3
back in the game,airbourne,2XjeZEdPK7Qo66Z7ONp854,0.586,0.96,0,-2.967,1,0.0691,0.00267,0.215,0.23,0.445,97.006,4,N,6
"sensuality, pts. 1 & 2",the isley brothers,0JgbOwtxPrAP3rkf9hSacW,0.528,0.188,1,-13.55,0,0.056,0.784,0.0573,0.0942,0.179,119.016,4,N,2
undone by a semicolon,gary gulman,2kHorvmyeydZBaWZEX8ZKt,0.572,0.92,9,-4.729,0,0.949,0.875,0.0,0.874,0.411,67.376,3,N,5
heaven,bazzi,4E2sMWXzxK3uYJerGbeUfp,0.798,0.575,5,-5.487,0,0.0351,0.145,2.23e-06,0.0601,0.685,114.989,4,N,1
care for the machine,iron lung,2yW74v3hHph2M18YwXSu99,0.223,0.993,5,-5.394,0,0.33,0.00019,0.628,0.166,0.0432,145.405,4,N,3
en la carcel de tu piel,yiyo sarante,3IHIcPapIeEFquND2vhDX4,0.727,0.758,7,-5.454,1,0.0313,0.546,0.000184,0.233,0.492,104.008,4,N,6
domino dancing,pet shop boys,6M0HMy7UhtlPYTlpaW4qRk,0.656,0.978,0,-3.676,1,0.0443,0.0488,0.00242,0.0475,0.749,110.001,4,N,6
pensar bien,connor questa,0TgYxa2nW34gdalHFmIXpL,0.621,0.66,6,-4.628,1,0.0355,0.00547,3.6e-05,0.0449,0.538,125.826,4,N,6
uma estrela,desejo de menina,29eX6kdOW1hi86Vj53GCc0,0.506,0.734,7,-5.987,1,0.0394,0.438,0.0,0.607,0.144,152.093,4,N,4
rockin' chair money,hank williams,2gzzLgdrVn8b45XJZzBsZW,0.556,0.274,11,-12.096,1,0.0295,0.953,0.0,0.453,0.576,81.28,4,N,2
hardcore vibes,dune,0yx5eBLk3AGOH5EruCqLDx,0.578,0.631,4,-11.93,0,0.0415,0.0156,0.488,0.0578,0.484,163.883,4,N,3
light my love,greta van fleet,4iya38ctQ1httyA6NOG9oW,0.374,0.778,5,-4.466,1,0.0363,0.1,0.199,0.107,0.484,133.85,3,N,0
cinnamon - hybrid minds remix,hybrid minds,7uBZSQP9x6kbaRgpK1Q2aw,0.378,0.917,1,-2.479,0,0.0412,0.0164,0.00917,0.0791,0.0798,84.967,4,N,0
angels sleep,daniel kobialka,5TkzLV0CMW0LBWTNNJvCs9,0.148,0.0865,5,-21.967,1,0.0496,0.976,0.918,0.0883,0.0393,139.151,4,N,7
walking on a dream,empire of the sun,5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,N,1
voltei pra vaquejada,os barões da pisadinha,0IOQ3bRRkNZM4I2UIFuZEM,0.747,0.82,4,-6.197,0,0.05,0.484,0.0,0.0845,0.934,172.207,4,N,1
bomber,aphrodite,097d4LOjaFAkKdWEbLWLy1,0.405,0.988,6,-2.767,0,0.216,0.111,0.798,0.212,0.383,168.005,4,N,3
mi necesidad,bayron fire,13ssrpQNIvWrC07irugQzx,0.746,0.682,5,-6.653,0,0.0499,0.0205,1.91e-05,0.129,0.45,88.05,4,N,1
endurance,ocoeur,7HRbzlg2PAHGXYXeYuxz2N,0.536,0.769,5,-11.842,0,0.0498,0.878,0.889,0.115,0.0629,100.001,4,N,3
st. anger,metallica,3fOc9x06lKJBhz435mInlH,0.249,0.949,2,-2.642,0,0.0678,0.00131,0.0228,0.0953,0.498,185.252,4,N,0
bamcopy+,frek!,1URWWcYSdpocA3RRlvtMDD,0.588,0.361,8,-17.179,1,0.321,0.968,0.941,0.157,0.462,79.969,4,N,7
oceanchild,spidergawd,0JhJX1qOVhmg1EGQ8dd3Sr,0.436,0.896,11,-4.722,0,0.0583,1.34e-05,0.000653,0.0698,0.494,115.977,4,N,1
randall flagg,surf curse,4eRoGhykyQCIzhOaFf35zX,0.434,0.761,2,-3.686,1,0.0355,0.00451,0.0202,0.254,0.637,123.866,4,N,0
yo quería,cristian,7yYN70n6NTdA3NCHfdbKn1,0.456,0.668,0,-5.494,0,0.0351,0.596,0.0,0.219,0.183,133.972,4,N,1
gertcha - 2005 remaster,chas & dave,485Cd38nHbhUtaHnhaTJXT,0.741,0.929,0,-6.963,1,0.0429,0.19,0.0,0.289,0.977,139.191,4,N,6
two steps behind - string / acoustic version,def leppard,0hJnqEmo8DeMmRhh6mwAof,0.456,0.419,2,-10.594,1,0.0247,0.117,0.0,0.178,0.425,146.148,4,N,2
kill for your love,labrinth,3VPmBxNTm36Fmz8lSU4dgA,0.81,0.704,7,-8.739,1,0.205,0.211,2.44e-06,0.371,0.42,119.991,4,N,6
burlesque desert window,trampled by turtles,6xGbIeDe1EeJT2vbzSXqeJ,0.531,0.552,2,-7.846,1,0.0324,0.676,8.31e-06,0.109,0.816,80.945,4,N,6
under the altar,witchery,4JnljD11nc1KNbrYyjWwcZ,0.333,0.743,9,-7.092,1,0.0549,2.27e-05,0.764,0.434,0.273,96.809,3,N,3
até me emocionei,criolo,35VEE1MoQLtzBhQRtkvPoy,0.772,0.789,4,-7.159,0,0.298,0.101,0.0,0.0575,0.549,84.96,4,N,1
carry on,bayside,06Lrz6eyIROUC8JM0MylSO,0.506,0.943,8,-5.23,1,0.104,0.000111,0.0,0.119,0.273,124.92,4,N,0
i roffes barndom,roffe ruff,1cXCctE3bAMxW6tv5ht215,0.471,0.559,11,-6.586,1,0.296,0.945,0.0,0.861,0.599,171.22,3,N,4
tu olor,wisin & yandel,7agW1Eet3EYaMBn625cPYq,0.817,0.75,1,-5.255,0,0.0674,0.0165,8.46e-06,0.0999,0.355,115.017,4,N,1
world burns,lokel,4ID45W7QoisqbyFPst3wih,0.781,0.373,11,-10.866,1,0.0791,0.202,0.0346,0.142,0.301,125.978,4,N,6
frosty the snowman,the jackson 5,5HAwBoxs23nkAvaMUnThbe,0.673,0.62,0,-8.477,1,0.0293,0.455,0.0,0.0925,0.943,119.664,4,N,6
cleansed in pestilence (blade of elohim),morbid angel,3Uka2jwSScMbdeNxDITP2E,0.278,0.989,10,-7.086,0,0.13,0.152,0.14,0.378,0.0394,100.474,3,N,0
pretty like a rose,jah vinci,07wAl2Bu0iJMDBv12Gcxn5,0.605,0.363,8,-8.812,1,0.248,0.27,2.1e-05,0.13,0.248,110.006,4,N,2
true - single edit,spandau ballet,0CsM8VGDi38kusMv3pxyj1,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,4,N,6
dance to the bop,gene vincent & his blue caps,6JMTDw7kzxh7G8xDHtqwAq,0.476,0.603,2,-10.301,1,0.0674,0.397,0.0,0.0646,0.795,90.502,4,N,6
loop 2,kenny larkin,6PxZki5DK3aUXObAvw8Csh,0.665,0.87,6,-12.887,0,0.0517,0.00429,0.259,0.0781,0.369,135.018,4,N,1
one summer day (spirited away),kato,7eo2HVkRxrDU3bQPwEiIBT,0.475,0.083,0,-28.071,1,0.0361,0.831,0.817,0.117,0.0362,54.528,4,N,7
the spirit of god,paul cardall,1Oke19ScEi45g1ROVI3ce1,0.354,0.141,10,-17.276,1,0.0348,0.962,0.887,0.121,0.306,122.097,4,N,7
köyliönjärven jäällä (pakanavedet ii),moonsorrow,3gNlkKpRzXN6g8uETh7XkD,0.398,0.986,9,-4.431,1,0.0609,4.55e-06,0.917,0.583,0.186,98.038,4,N,3
caught up in doing wrong,t.k. soul,2v2juSlwCdHMQOUOwCaPDD,0.707,0.416,0,-6.388,1,0.147,0.296,9.83e-05,0.0616,0.58,188.562,3,N,6
devilman no uta,kensuke ushio,4d9L9pBJNGmHMKs36RgP4e,0.609,0.951,1,-6.137,1,0.0431,0.0108,0.000104,0.702,0.717,125.045,4,N,4
darkside,grandson,3JyvSSU0VnlMUsQckyEVfX,0.497,0.701,7,-6.834,1,0.119,0.000568,0.000287,0.352,0.18,76.918,4,N,0
hey nima,fejo,5PUkJvKMnevgDUktjt5DR2,0.789,0.229,3,-14.16,0,0.0467,0.951,0.0,0.099,0.692,129.979,4,N,2
va a escampar,la vela puerca,4MPwBYidOWnwpKlqQYJEzX,0.616,0.737,9,-5.103,0,0.029,0.0135,4.25e-05,0.154,0.339,124.0,4,N,1
lay low,josh turner,5CdOqNxkQ7054Rp86f5OWi,0.634,0.679,11,-5.922,1,0.0282,0.0794,0.000125,0.116,0.377,109.005,4,N,6
pepino,joão gordo,0WkpGqzBfi0mp8tJPalCTR,0.481,0.975,1,-7.671,0,0.0592,0.000258,0.0,0.296,0.837,165.01,4,N,1
crab in my pants,dillinger,1eBgj44Z2fdJYYNgqSVLhw,0.568,0.743,6,-9.29,0,0.0412,0.00409,0.00521,0.159,0.9,94.491,4,N,1
next go 'round,old crow medicine show,3ROds78S0xSbmEzDgGqBjp,0.468,0.346,4,-8.16,1,0.0318,0.786,0.0,0.303,0.58,140.354,4,N,2
dunno,andy thorn,40U65JKirN98WRpnCTuvI6,0.713,0.494,9,-12.139,1,0.0373,0.329,0.00563,0.0985,0.462,90.026,4,N,6
gone,rosé,2dHoVW9AxJVSRebPRyV2aA,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,4,N,6
loco de atar,ángeles del infierno,52FUEtXzvdKlo3j1hWUNx9,0.604,0.688,5,-14.664,1,0.0646,0.0401,0.0,0.126,0.507,150.537,4,N,6
move mix,juan atkins,0AMMjcRxVNOnQjmdXNgF2e,0.821,0.588,2,-15.748,1,0.0723,0.0588,0.112,0.0417,0.152,132.148,4,N,6
i wish i was,the avett brothers,1nMlHxWuPc5P9Y5nGvenlj,0.491,0.299,11,-8.86,1,0.0317,0.806,0.0,0.188,0.265,109.329,4,N,2
calcetín con rombos man,31 minutos,7saQISQxwJ1ViuCTtm1oIB,0.479,0.939,0,-5.572,0,0.0678,0.0432,0.956,0.078,0.749,171.821,4,N,3
step above the surface,infinite scale,3NTVmBqHosD9dwZCcqfNUF,0.512,0.255,6,-14.19,1,0.0414,0.257,0.86,0.112,0.0459,152.134,4,N,3
right back - 2nd edit,stoto,7tOVbC7XazkWeLVbVv2wlX,0.855,0.555,11,-11.72,0,0.0662,0.025,0.152,0.0558,0.3,120.065,4,N,1
lo siento,lety cisneros,1XHQ1Pgh9GQoYx2I7Urb4Q,0.573,0.454,10,-8.765,1,0.0279,0.799,0.0,0.303,0.565,115.335,3,N,2
bebê tubarão gostosuras ou travessuras,pinkfong,4gEY5McDVuw47StsnpFonv,0.915,0.729,2,-6.02,1,0.121,0.742,0.0,0.0472,0.943,114.948,4,N,6
based on a true story...,confess,0bVO1w0v6bLgPvCM7X2mZC,0.439,0.506,1,-12.867,0,0.35,0.197,0.047,0.185,0.055,86.076,3,N,2
bolava vitthal pahava vitthal,jayateerth mevundi,02bERDuJxtWLvIApFJn5Ba,0.258,0.637,5,-4.853,0,0.0323,0.274,0.0,0.111,0.202,89.019,4,N,1
live at london - hardcore mix,charly lownoise & mental theo,0H8bA9ia3JDK9XhONlOvoN,0.5,0.999,6,-5.281,1,0.328,0.0436,0.158,0.977,0.098,166.207,4,N,4
yasashisa,fujii kaze,57u1FaZlztApkcT5x5XNuD,0.596,0.707,1,-6.825,1,0.049,0.111,0.0,0.0926,0.262,133.858,4,N,0
cobaine,jebroer,1OgTVOrBb2NNvd2s35oqLG,0.634,0.565,0,-7.043,1,0.0481,0.0779,1.87e-06,0.109,0.131,164.909,4,N,0
